Step,v_hf_bsurf,v_hf_bsolv
474560,-1.21936E+11,-12681054000
474580,1.29141E+11,13759980000
474600,-62998942000,17117331000
474620,-1.09088E+11,-15757556000
474640,61218968000,7552887000
474660,-1.59748E+11,-10535871000
474680,1.39096E+11,-3694882400
474700,93830309000,-5534890900
474720,-84526854000,-14538250000
474740,16332994000,20689946000
474760,-80681689000,16738813000
474780,80776567000,5650625000
474800,-63736421000,18015088000
474820,77498935000,7719389700
474840,-1.1942E+11,14835520000
474860,-17765167000,30337393000
474880,80486422000,34172787000
474900,-1115161400,27842119000
474920,1.11735E+11,-18017679000
474940,-36791780000,28276803000
474960,-1.15082E+11,-24576718000
474980,63255098000,3176869900
475000,-21119641000,-5009721600
475020,56300717000,-10200194000
475040,-58130721000,-13922075000
475060,72778588000,-14873757000
475080,-71658631000,-18386646000
475100,27282034000,-8837874300
475120,43582446000,29332346000
475140,50899452000,-16863686000
475160,-23265253000,23757505000
475180,-66477353000,-22565766000
475200,72589637000,-19125160000
475220,25347824000,-1508629300
475240,32506922000,14364836000
475260,88678266000,-1498902400
475280,-76408527000,-12660857000
475300,20021883000,-27430782000
475320,-60862465000,-29516119000
475340,1.00163E+11,-17843077000
475360,48715536000,54189415000
475380,1.02368E+11,-5001839100
475400,-83015709000,29444111000
475420,-12859251000,-35464748000
475440,-49424850000,-53994131000
475460,-28703888000,-8227718900
475480,50649878000,17561849000
475500,-22808283000,-39520790000
475520,28584489000,7919975400
475540,-1717461100,-45766375000
475560,16886675000,7234342500
475580,35891047000,4352194000
475600,-38598292000,-15062712000
475620,24902738000,3462358700
475640,20805672000,-18637903000
475660,-15376972000,-43880629000
475680,18334076000,-41373142000
475700,-50487968000,-35341194000
475720,87454049000,-21596052000
475740,-68498181000,35054303000
475760,-31526575000,-6405021500
475780,52540920000,210460.34
475800,53456438000,-35571361000
475820,18205727000,-15924102000
475840,8529737400,-2252092100
475860,-66148722000,-4462581500
475880,-75052388000,-22257672000
475900,54696468000,-23135985000
475920,-25345434000,-25621793000
475940,7449388400,15029940000
475960,61402110000,4930398000
475980,-52150867000,-4469152500
476000,42001596000,18253596000
476020,-47558805000,-10978463000
476040,62242930000,-5994093000
476060,-61122797000,-9179880700
476080,26487298000,2913020900
476100,50849137000,24145097000
476120,-74258971000,19509739000
476140,1.1643E+11,-2872646900
476160,-42408502000,-20264451000
476180,21463020000,8478427000
476200,-14144313000,-30881757000
476220,-78515430000,1008990400
476240,53426602000,8312909300
476260,1723107800,-6235187800
476280,30517133000,-36199386000
476300,-1.05732E+11,-6536015500
476320,-17222604000,-50681976000
476340,11365456000,2816031600
476360,32891348000,23396310000
476380,19627270000,20292275000
476400,-1.0235E+11,17346766000
476420,-9925722800,-3235482800
476440,12575262000,-2950549500
476460,-5296900600,-20923519000
476480,23473808000,-17336521000
476500,-77378738000,-23377652000
476520,34636047000,18762780000
476540,-82348161000,39965076000
476560,-10485825000,45044705000
476580,32123608000,-31008011000
476600,-35094711000,-18823553000
476620,1.13522E+11,-22602485000
476640,-1.05506E+11,-7051959300
476660,31729192000,-16983551000
476680,-15431187000,18542831000
476700,-6987681300,-14505266000
476720,1.47534E+11,15808155000
476740,-20036471000,9602646900
476760,-9958909500,1390596600
476780,-68988330000,-6433772700
476800,13173719000,18873333000
476820,35453357000,-45338724000
476840,40586677000,34734937000
476860,72007341000,-5256202200
476880,-78169706000,7090957600
476900,98804686000,7879788200
476920,-18222946000,22914346000
476940,21332021000,16825136000
476960,-17425361000,17197344000
476980,-3752805400,6650719200
477000,22139537000,-9614423800
477020,-42823454000,3523762200
477040,80440399000,-16032315000
477060,-3561732800,40735745000
477080,-42437154000,7772253900
477100,25240537000,10409427000
477120,-1.41141E+11,25876125000
477140,99402008000,-27695186000
477160,-94379393000,5644176200
477180,-6120290000,11140472000
477200,94839290000,-48668485000
477220,-63610391000,-20492572000
477240,1.27723E+11,-13238440000
477260,-95485392000,-4300402200
477280,27917134000,-14330889000
477300,-61945380000,-13334028000
477320,-36490330000,-650756200
477340,-10818474000,-2634148800
477360,4977956500,-15133844000
477380,-1885516300,-6773254800
477400,-29150827000,-18252799000
477420,-49923294000,18986640000
477440,1.08243E+11,-30321369000
477460,12342210000,10478503000
477480,-13387743000,21533923000
477500,-15842382000,10742856000
477520,570111920,9270544500
477540,29494421000,8630502100
477560,13889197000,-18983196000
477580,58944545000,-12488412000
477600,-61321313000,-7805229200
477620,16277932000,-34094645000
477640,8333655700,40805869000
477660,-28496608000,4715470900
477680,-22739889000,29525711000
477700,62772257000,20663799000
477720,32473978000,3644890900
477740,-86765152000,-26509823000
477760,9603505300,27220122000
477780,34079550000,-29998485000
477800,-64730495000,11910678000
477820,-5652105400,3335559400
477840,11606117000,7667198500
477860,3569847500,-1483905700
477880,-68920357000,-23237249000
477900,24993386000,-10130059000
477920,61126027000,12065798000
477940,5542687600,11952516000
477960,-2433394200,-22484794000
477980,-18541973000,-7275165500
478000,19603213000,368137170
478020,-32734253000,13694203000
478040,-8361810500,11887445000
478060,-94177296000,25996215000
478080,-13358600000,-24868502000
478100,-15240890000,321405840
478120,21871874000,-22850168000
478140,48301025000,16525721000
478160,28885976000,22790088000
478180,-34781491000,25868166000
478200,-68130083000,-14984408000
478220,50701229000,-13817689000
478240,2906403900,789835350
478260,21364623000,-26912128000
478280,51538202000,19211992000
478300,-32022941000,6525362400
478320,2875642100,-2371905800
478340,-77508420000,-20159362000
478360,-30607095000,-50884635000
478380,47121256000,-28519934000
478400,22948093000,-35897481000
478420,-20815178000,5879392000
478440,30464547000,-5507117100
478460,40814726000,40471131000
478480,-61831465000,16212467000
478500,8242549600,49116210000
478520,68863205000,21825723000
478540,-58060693000,10588057000
478560,11724810000,15147992000
478580,-28587258000,9087156200
478600,66253079000,34089983000
478620,-43255635000,56450092000
478640,22374914000,10948819000
478660,88554720000,-7051701900
478680,-20204045000,-9591208700
478700,-9388320900,-45945386000
478720,6307811900,-2312690800
478740,-4432616000,-5706840700
478760,416959940,1974547000
478780,-271661360,23866745000
478800,-58071562000,-7810696300
478820,-66905716000,-11420937000
478840,-21613513000,-17402357000
478860,10502939000,-4397544900
478880,-1160634500,-12153289000
478900,9675894500,1936983800
478920,31287904000,7978669600
478940,-9950657500,12208722000
478960,-40252981000,-782284670
478980,-11040995000,-10358763000
479000,73078853000,2930351900
479020,59286797000,-13057822000
479040,-61969945000,-8339465700
479060,57708895000,-6954847600
479080,-39430017000,13812068000
479100,-46733483000,-1376924400
479120,9120753100,16935089000
479140,63037526000,10010681000
479160,14011300000,-24306495000
479180,23737351000,2477655400
479200,-30280217000,-6830553800
479220,-80436630000,11651638000
479240,32908566000,-2868773200
479260,30825889000,-21594867000
479280,-10013963000,-32276694000
479300,-7879058700,-36890477000
479320,-38169949000,-45949531000
479340,26682041000,-55899630000
479360,1.11369E+11,2916828800
479380,-28814589000,7849292100
479400,51640194000,31458123000
479420,-59006638000,33233178000
479440,85432416000,11813647000
479460,-1.13019E+11,16080428000
479480,39262145000,23793685000
479500,87865109000,-20228296000
479520,-81342606000,20084198000
479540,40247037000,7858133200
479560,-25964917000,-27783496000
479580,23526650000,-21287468000
479600,68630592000,-30779041000
479620,34680931000,-59784656000
479640,62063623000,4246304500
479660,-1.26357E+11,-8547531500
479680,2.07736E+11,-19650341000
479700,-1.36419E+11,6368769000
479720,14842142000,-478704480
479740,90419521000,17029556000
479760,-1.03604E+11,1923048700
479780,1.14391E+11,4833353600
479800,-1.11779E+11,27037208000
479820,64148399000,8307006200
479840,-1.13756E+11,-16819023000
479860,40048614000,7329184800
479880,-9501033900,-23881445000
479900,1527129500,-17018450000
479920,1.26895E+11,7478557600
479940,-1.44782E+11,-7140318200
479960,32464008000,-16949401
479980,-17047300000,14040389000
480000,35203438000,24835319000
480020,96154897000,-8950311000
480040,-48911952000,24926962000
480060,58302260000,-34266246000
480080,-1.09469E+11,-36461224000
480100,73704015000,9994411400
480120,23378244000,-27962263000
480140,-30840155000,-14591056000
480160,50211346000,-11574899000
480180,-32277593000,-440106330
480200,1.49759E+11,-41415879000
480220,-81131825000,-29948719000
480240,7693776200,12234350000
480260,6627403600,1037452000
480280,-54216884000,-17849728000
480300,1.42081E+11,44954333000
480320,-1.62626E+11,-22394121000
480340,1.66418E+11,48615952000
480360,-96555825000,16493768000
480380,3999289400,10701256000
480400,1.45019E+11,21842412000
480420,-1.24908E+11,-16185908000
480440,1.61129E+11,-3687869300
480460,-74681281000,18837779000
480480,13721386000,-16845568000
480500,22820701000,-14457590000
480520,-1.03609E+11,5532413600
480540,1.58203E+11,-31083788000
480560,-1.33169E+11,-11545139000
480580,49695619000,-19273514000
480600,-49699896000,-20376195000
480620,-70974444000,-5214183800
480640,2.18759E+11,-1310673600
480660,-67001630000,1464790700
480680,68034014000,-10664781000
480700,-4540499300,-3495348100
480720,45887067000,-5150888000
480740,16725997000,17832802000
480760,-95847301000,46782769000
480780,79794598000,-42928575000
480800,-1.54763E+11,-26340395000
480820,-3561856100,-46431879000
480840,-9987896400,-11816249000
480860,-17868175000,42061382000
480880,63547210000,6795098100
480900,-90678515000,41678643000
480920,1.54124E+11,24050057000
480940,-99745769000,42130396000
480960,78206352000,-15943023000
480980,-58526718000,-24921005000
481000,13910540000,15114741000
481020,61135146000,-5201933700
481040,-1.83855E+11,-1726626500
481060,1.66919E+11,-53432464000
481080,-1.41428E+11,-15656817000
481100,1.44673E+11,-53169564000
481120,60086972000,39812292000
481140,-1.46026E+11,49858977000
481160,1.75229E+11,21163906000
481180,-2.04766E+11,-21081789000
481200,1.0852E+11,53418476000
481220,-68693951000,4390553500
481240,38408559000,30299926000
481260,1.13563E+11,9470164700
481280,-93556610000,12921460000
481300,35852793000,2547379800
481320,-1.3111E+11,-9733550900
481340,-14191823000,13820112000
481360,28347839000,-32015738000
481380,-11148588000,-10898611000
481400,1.03925E+11,21193573000
481420,-1.14974E+11,12018991000
481440,72796314000,-33961283000
481460,-99171420000,-21090963000
481480,36241644000,10477530000
481500,18034427000,18341417000
481520,-1.35695E+11,-13712012000
481540,70106214000,-4425978000
481560,1980393000,-25298049000
481580,40991979000,-504578700
481600,1.72727E+11,-10214588000
481620,-49452135000,60244614000
481640,35766175000,9393068200
481660,-65985315000,31400733000
481680,59629983000,-15065761000
481700,-52321008000,-825191760
481720,-738002290,-12755452000
481740,-10212081000,1847509500
481760,-5735056100,-318991080
481780,1.26607E+11,-3841231400
481800,-1.84211E+11,665602520
481820,92182125000,-43207817000
481840,41296832000,-5576355600
481860,-49321832000,-13738942000
481880,-77865687000,-10746826000
481900,-4110858900,-15277780000
481920,97103306000,8384568100
481940,-1.1454E+11,25639122000
481960,51257734000,-13445099000
481980,59151954000,-15524671000
482000,-75752362000,-54911159000
482020,73722021000,-32986489000
482040,-4147883000,-519388860
482060,1.05935E+11,33559817000
482080,-1.12532E+11,-7123415000
482100,21870587000,11409237000
482120,28746976000,-13003030000
482140,-56867552000,33596422000
482160,1.1223E+11,-15146231000
482180,-1.25896E+11,38105551000
482200,23768380000,-4290421100
482220,95561164000,23442031000
482240,-47086327000,-3722515800
482260,26715650000,-20864768000
482280,-45600393000,2016164500
482300,59788958000,20953457000
482320,-41706783000,7259727900
482340,5773829400,34816228000
482360,13697750000,24742942000
482380,31714676000,10479005000
482400,26933483000,20879357000
482420,-80617471000,3765363800
482440,53429929000,4979304600
482460,-89960608000,12631696000
482480,-13468619000,-19486297000
482500,61517118000,36899514000
482520,-55743294000,16676992000
482540,-1895813700,-5555064200
482560,-34032872000,36616969000
482580,17933097000,-62791657000
482600,-772223760,-23600273000
482620,46043215000,-18156416000
482640,21669361000,-1417387300
482660,-91656568000,13379253000
482680,31956880000,11734882000
482700,-57116083000,-16585050000
482720,1.08035E+11,21131844000
482740,45898945000,12777427000
482760,-32171972000,-10903252000
482780,20770806000,-1751747600
